block_id,doc_id,block_type,content
Zurich_en_b84,Zurich_en,text,"In 1906, there were a total of 35,900 apartments in the city."
Zurich_en_b85,Zurich_en,text,The general increase of the housing number (= inhabitants per house) over time is interesting. The following table gives information on this:
Zurich_en_b86,Zurich_en,text,"Bibliography: Except for the sources mentioned under Zurich, Canton, Population section: The periodic reports of the statistical office of the city of Zurich in the daily papers. – Wolff, H. Zurich's population since the city unification (1893–1906). (Statistics of the city of Zurich 6, 1906). – Annual report of the city council for 1907. Zurich 1908. – The immigration into the city according to the kilometer distance of immigration regions. (Statistics of the city of Zurich 10, 1908). – Wolff, H. Lecture on Zurich’s structural development (especially housing construction), given at the Statistical and Economic Society of the Canton of Zurich. (Reports in the Neue Zürcher Zeitung, January 1908)."
Zurich_en_b87,Zurich_en,heading,5. Hygienic Conditions.
Zurich_en_b88,Zurich_en,text,"In earlier times, the natural water conditions of the lake, Limmat, and Sihl likely had a significant influence on the city’s health conditions. It is reported that, for example, in 1344 an inundation washed away the house “zum Schwert” and three mills, whose debris destroyed the bridge at Hardturm. In 1553, one could paddle around Fraumünster in a canoe, and in 1556, the Limmat flowed over the mill piers."
Zurich_en_b89,Zurich_en,text,"The Sihl also occasionally flooded the Platzspitz. In 1404 and 1512, however, one could walk dryfoot from Weinplatz, then called Kornhausplatz, to the town hall, and the big stone below the lower (vegetable) bridge was dry in 1580, 1585, 1654, 1740, and 1814. Today, water levels are so regulated that even extremely dry years, as the last ones including 1908, bring very low water levels but no further major disadvantages."
Zurich_en_b90,Zurich_en,text,"The average lake level is 409.2 m above sea level. The highest level reached was 411.00 m on July 8, 1817; the lowest 408.50 m on January 29, 1854; 408.56 m on February 25, 1882, and 408.60 m on February 25, 1891. Similar figures were brought recently in March 1909 (zero point of lake and Limmat gauges 411.28 m). Average discharge (Limmat and Schanzengraben) is 87 m³/s, with a maximum of 350 m³/s on June 15, 1876, and a minimum of 15.5 m³/s on February 25, 1891. (Lake area 87.78 km², water content 4,000 million m³, catchment area 1,819.7 km²)."
Zurich_en_b91,Zurich_en,text,Zurich: The Schipfe.
Zurich_en_b92,Zurich_en,text,"The lake acts health-conserving, besides as a general climatic factor, as a bathing opportunity (average surface temperature 10.9 °C; maximum 22.0 °C; at 16 m depth 5.9 or 11.6 °C). The city of Zurich maintains 11 public bathhouses in the lake, in the Limmat, and in the Schanzengraben, which register 300,000 to 400,000 visitors annually. Three of them are free. In 1907 (bad summer) 289,077 paying visitors were recorded, in 1906 343,816. Even in winter, individuals bathe in the lake (“polar bear club”), even during frozen lake conditions (winter swimming pools are missing; a related experiment was abandoned). The city also grants annual subsidies to the air and sun bath facilities of the nature cure association and recently expanded the men's bathhouse at Bürkliplatz for air baths."
Zurich_en_b93,Zurich_en,text,"As the lungs of the city, an impressive number of open spaces, parks, and promenades function. The old city already had its Lindenhof, the “historical core point of the city,” on which the Roman castrum Turicense and later a royal palace were said to have stood, the Winkelwies on the Geissberg, and the old shooting meadow, now Platzspitz promenade. Later came the botanical garden, Sihlhölzli, High Promenade, with old churchyard, Heimplatz, Stadelhoferplatz, town hall facilities, and the large quays with the wonderful quay facilities, which stretch like green foliage from Belvoirpark to the Quaibrücke and from there on the right bank to Zurichhorn, whose friendly old willows Rudolf Koller painted many beautiful motifs from. With respectful understanding, the city fathers tend our old trees. General dismay was felt when a large part of the facilities were damaged on May 24, 1908, by unusual snow load on the young leafy branches, and if a rotten poplar has to be felled or a beloved maple trunk sacrificed to traffic requirements, an outcry rises in all the city's papers."
Zurich_en_b94,Zurich_en,text,Zurich: Zurichhorn.
Zurich_en_b95,Zurich_en,text,"Where new quarters arise, open spaces with trees and playgrounds are provided: Limmatplatz, Rotwand area, etc. Tennis courts are laid out in various places, and in winter, skating and toboggan opportunities are found."
Zurich_en_b96,Zurich_en,text,"The area of municipal facilities already amounts to over 320,000 m² today, and there are 4,000 street trees in the city alleys (1905). In addition, there are several hotel parks (Baur au Lac, Dolder), many front gardens of new houses, and villa-rich districts with open development on the slopes of the Zurichberg and at the Uetliberg foot. But the most beautiful are the large forest promenade facilities on the Zurichberg, Käferberg, and Uetliberg itself, which the Beautification Association of Zurich and Surroundings has laid out since its foundation in the early 1870s."
Zurich_en_b97,Zurich_en,text,"Honor such tireless charitable work! Thousands stroll here on Sundays in these green halls, enjoy the numerous benches of beautiful quiet nature and the winding underbrush paths with their artistic bridges and exquisite surprises (Manessebrünneli at Uetliberg, Waldhüsli, Elephant, Grandmother Beech, Battle Memorial [1799], Waterfall in Sagentobel, Stöckentobel, at Wehrenbach and on the Weidberg). And the Uto peak with its observation tower can become a true popular assembly when winter fog lies over the valleys, but the ridge ramps up into sunny warmth, or when the sun “jumps” on Ascension morning."
Zurich_en_b98,Zurich_en,text,"As far as the Black Forest and Vosges go, the view reaches beyond and far over the silver bands of the Aare loops into the Jura ridges, north towards the old Hegau volcanic cones of Hoherstoffel and Hohentwiel, and from the Alps the Uetliberg offers the most distinguished overview from Säntis to the Bernese Oberland ice giants. Neatly laid out like a gigantic toy spread out at the feet from Spelterini’s balloon perspective are the thoroughly interwoven jumble of houses of the city and the blue lake with its busy steam swallows, Sunday rowers, elegant sailboats and sports sculls; further up, the friendly lakeside villages and the wooded Sihl valley with the large city forest Sihlwald and the municipal game park."
Zurich_en_b99,Zurich_en,text,"The street cleaning and removal system can be satisfactory in Zurich. Compared to other larger cities, the city stands out advantageously. In summer, spraying cars with a range of 5 and 7.5 m, partially connected to the electric tram operation, take care to suppress dust; on sidewalks with hand carts. The previously used steam hose was largely abandoned because it was expensive and obstructive to traffic. Cleaning is done with sweeping rollers. Rapid snow removal (emptying into the Limmat) from main streets in winter, where unemployed people find welcome employment. There is a municipal garbage incineration plant (garbage collected in 1907: 58,390 m³ equal to 21,293 t, of which 20,231 t were incinerated) and a carcass burning facility (Podewils system). Excretions are collected in buckets; in 1907: 7,848 m³ in 10,441 buckets with 218,502 exchanges; bucket washing at the Hardhüsligut. There are 64 sanitary facilities in the city in total (oil urinals, Beetz system). Residential conditions were reported in the “Population” section."
Zurich_en_b100,Zurich_en,text,Zurich: House zum Rüden.
Zurich_en_b101,Zurich_en,text,"Food and food control. The official meat inspection provides reliable data on meat consumption. There had so far been three public and 35 private slaughterhouses and a central meat hall for sale, besides numerous private sales outlets. A large municipal slaughterhouse will be completed in 1909. Cost about 6 million francs. In 1907, the following were slaughtered: 3,338 breeding oxen, 6,820 oxen, 1,675 cows, 2,611 cattle, 23,519 calves, 29,640 pigs, 5,547 sheep, 228 goats, 307 horses, and 98 rabbits, with a total weight of 7,687,787 kg. In addition, imports of meat (including poultry and fish) of 3,954,903 kg, totaling 11,642,690 kg; corresponding to a daily meat consumption of 173 g per head of population (1906: 169 g). The meat prices per half kilo were: breeding bull meat 85–90 cts. (1906: 80–85 cts.), ox and beef 75–95 (80–95), cow meat 55–75 (65–75), veal 100–125 (110–120), pork 90–115 (110–115), mutton 80–100 (70–90), horse meat 40 (40) cts. More than three quarters of slaughtered meat came from Switzerland, and barely one quarter was foreign cattle."
Zurich_en_b102,Zurich_en,text,"In 1907, 119,700 liters of milk were imported daily, at a selling price of 23 cents. On average, there were 5.4 controls per seller in the year. Negotiations on milk supply are ongoing between the city and the cooperative food association. Until now there have been particularly two large dairies on a private basis."
Zurich_en_b103,Zurich_en,text,"An original legacy from earlier times is the market with vegetables, fruits, and other foodstuffs held twice weekly on the open street throughout the year, Tuesdays and Fridays. Until 11 a.m. on these days, the sidewalks of certain centrally located streets are crowded with market stalls and cheerfully bargaining people: Bahnhofstrasse, Petersstrasse, Münzplatz, Uraniastrasse, Sihlhofstrasse, Usteristrasse, Schweizergasse, Lintheschergasse, Schützengasse, Rathausquai (under the arches), Rathausbrücke, Hirschengraben, Stauffacherstrasse."
Zurich_en_b104,Zurich_en,text,"The domestic products market on Bahnhofstrasse and its side streets regularly had 727 vendors in 1907, often over 1,200 in the autumn. Of these, 75% were self-producers. Depending on the type of food, a certain though not too strictly enforced separation in different street districts is recognizable. The flower market is always the most beautiful at the upper end of Bahnhofstrasse. In autumn, from mid-September to mid-November, there is a wholesale market for fruit and potatoes at Uraniastrasse and Hirschengraben. In 1907, the following quantities were imported: 3,000 q of apples at 16 to 48 Fr., few pears (30–40 Fr. per q), 120 q of plums at 11–13 Fr., and 316 q of potatoes at 7–8 Fr. The fruit mainly came from the districts of Zurich, Bülach, Dielsdorf, Horgen, and Uster and from the cantons of Aargau and Zug; plums also from Alsace; potatoes from Rafzerfeld and the canton of Schaffhausen. Around Christmas, Hirschengraben and many other city squares come alive with a cheerful Christmas tree market. In 1907, about 1,700 fir trees were sold."
Zurich_en_b105,Zurich_en,text,"At the end of 1907, Zurich had 1,061 inns (including 85 hotels) and about 1,000 small retail outlets for spirits. According to the rightly existing liquor law, 174 are too many in relation to the (updated) population of the city. While there is one inn per 131 inhabitants in the entire canton, certain districts of the city of Zurich have a worrying excess. For example, in the Niederdorf there are 29 pubs on 74 houses, at Zeughausstrasse 10 on 23 houses, at Seebahnstrasse 11 on 45, Konradstrasse 11 on 46, Zwinglistrasse 10 on 34, Langstrasse 28 on 91 houses."
Zurich_en_b106,Zurich_en,text,"A salutary influence is exerted by the 28 temperance and coffee houses, which enjoy an ever-increasing frequency. In the 9 alcohol-free establishments of the Women’s Association for Temperance and Public Welfare, 7,000 to 8,000 guests visit daily; 260 female employees find employment and housing here. The association's businesses began 12 years ago, growing steadily from modest beginnings; today they have annual assets and liabilities exceeding one million francs."
Zurich_en_b107,Zurich_en,text,"Despite or perhaps because of the minimal retail profits, everything rests on a solid, calculated basis of self-sufficiency. Rapid amortization can take place, and the three large public houses “Zurichberg,” “zum blauen Seidenhof,” and “zum Olivenbaum,” each valued at about half a million, as well as the newly expanded restaurant “Karl dem Grossen,” are proud fruits of purposeful women’s work. The hustle and bustle in these public houses is among the most original and honorable things Zurich can offer."
Zurich_en_b108,Zurich_en,text,"Crowds flock to and from these, in which even Zurich’s class differences seem to want to blur. Families who used to concentrate their summer excursions on a pompous two-horse Küchlifahrt to the Nidelbad or the nearby Waid no longer stand out where the free, cheerful sense for nature in school and home, among boys and girls, is energetically awakened, despite complaints about restricting scientific education."
Zurich_en_b109,Zurich_en,text,"Water Supply. The first pipe well was built in 1430 at Rennweg. Around the middle of the 19th century, seven wellworks supplied the city with 110 (plus 7 in the city district itself) mostly wooden-capped springs hourly 36,000 Maß (about 1.5 liters each); the associated pipe network was 90,000 feet long. In addition, there were many soda wells, some of very doubtful quality. There were also pumping stations in the Limmat, in the Schipfe, and at the Schanzengraben (G. Meyer von Knonau, Der Kanton Zürich, 1844). From 1860 onwards, systematic investigations for a rational water supply were carried out and, based on a 1867 report by Bürkli, recognized as a classic, it was fundamentally decided that the existing springs were to be refitted and a new 30-hp pumping station from the Limmat for service water at the upper Mühlesteg was to be built by the city."
Zurich_en_b110,Zurich_en,text,Zurich: The Grossmünster.
Zurich_en_b111,Zurich_en,text,Construction began in 1868: two reservoirs at the Polytechnic and Schmelzberg above the observatory; filter in the Limmat bed below the Bauschanze and from there a cement pipe to the pumping station.
Zurich_en_b112,Zurich_en,text,"A daily consumption of 135-190 liters per inhabitant was calculated. Already in 1872, there was too little service water. A new pumping station was provisionally built at Platzspitz, which (completed 1870) together with the old one could pump 15,000 m³ daily. But even this was soon too little. In 1875 the construction of a definitive water plant at the Letten was decided. The Limmat was dammed at Drahtschmidli by a needle weir and through a canal a water power of 900 hp was generated, which allowed a maximum water lift of 51,000 m³ per day."
Zurich_en_b113,Zurich_en,text,"The plant was completed in 1879, initially with power also delivered directly by wire ropes. For the service water, previously held in a special section of the reservoir at the Polytechnic, a separate reservoir was built at Langensteinen (Oberstrass)—the dam closure still stands today—and above the little castle on the Zurichberg, a third drinking water reservoir for the high-pressure zone was built at 145 m above the lake level."
Zurich_en_b114,Zurich_en,text,"Then in 1884 a severe typhus epidemic broke out in Zurich. It was generally suspected that the cause of its rapid spread lay in an infection of the water supply. Indeed, the cement pipe in the Limmat was badly damaged and almost clogged in one place. This led to the establishment of an “extended water commission,” whose members included Dr. K. Zehnder and Dr. H. v. Wyss as doctors, Prof. Cramer as bacteriologist, Prof. Lunge as chemist, and Prof. Heim as geologist."
Zurich_en_b115,Zurich_en,text,"Thorough studies of the whole water supply issue led to the result that lake water should be maintained as the main drinking water (besides numerous already existing spring intakes), but the point of water intake should be moved 200 meters farther above the quays, where the water is drawn at a depth of 12 m and led by an iron pipe through Schanzengraben-Sihl to a filter plant at Sihlquai and from there to the Letten pumping station."
Zurich_en_b116,Zurich_en,text,"Chemically and bacterially, the lake water proved favorable: alkalinity in French hardness degrees 12.5; organic substance 18.2–23.5 mg per liter, free ammonia and nitric acid traces, albuminoid ammonia 0.035–0.05 mg per liter, fungal germs 200 per cm³ in raw, 20 in filtered water."
Zurich_en_b117,Zurich_en,text,"Construction work began in 1885, the new filter plant was put into operation in 1886, and the satisfaction was experienced that since the introduction of the new great filtration plant (sand and gravel filter in 10 chambers) the typhus case rate per 10,000 inhabitants fell from an average of 62.88 to 8.27, and mortality from 6.67 to 0.8, aligning with the minimum rates for larger cities with favorable sanitary conditions."
Zurich_en_b118,Zurich_en,text,"Zurich: The Kreuzkirche, Neumünster."
Zurich_en_b119,Zurich_en,text,"Although this new large drinking water supply now functioned perfectly in quality, it soon quantitatively no longer met the demand due to rapid population growth. In 1905 the average water consumption per capita per day was given as 220 liters, with a maximum of 315 liters. To increase the number of public fountains in the city and to build fountains in newly emerging quarters, from 1907 onward much of the richly productive Sihl and Lorze springs began to be supplied."
Zurich_en_b120,Zurich_en,text,Zurich: The Church of Enge.
Zurich_en_b121,Zurich_en,text,"They arise on blue, sticky-tough basic moraine clay of the 1st ice age in a similar manner from the 30-40 m high covering gravel conglomerate of the Sihl and Lorze valleys at Sihlsprung-Menzingen, as in small scale the hotel spring on the Uto peak (see geology in the article Zurich, canton). A large, rainy (1,600 mm), mostly wooded catchment area and the magnificent natural filter apparatus of the porous Nagelfluh plate create a very constant yield, whose maxima and minima fluctuate only in a ratio of 5:3."
Zurich_en_b122,Zurich_en,text,"The Sihl springs are connected by an 11.5 km long pipe line with up to 40 cm diameter; the Lorze springs by a 5.7 km long, up to 50 cm wide pipe line to Sihlbrugg; from there, a 17.7 km long, 55 cm wide pipe with 2.5‰ gradient runs through the Sihl valley to the new reservoir near Albisgütli (500 m above sea level = 91 m above lake level). Here, the water (in the normal rainfall year 1905, about 20,400 liters per minute) is distributed to the supply lines for the public spring water fountains and to the medium and low-pressure pipeline zones of the lake water system."
Zurich_en_b123,Zurich_en,text,"The facility cost a total of 3,174,104 francs and supplies over half of the entire water requirement of the city. In quality, the water of the Sihl-Lorze springs is very good: in 1905 it showed temperatures of 8.6 (January) to 10.9°C (September) and a bacterial count of 0–37. Nevertheless, it is somewhat hard with 24–25 French degrees compared to lake water (13), so soda addition is necessary for steam boiler feed. The Sihl valley springs have supplied the city since December 4, and those from the Lorze valley since November 25, 1902. Still, with continued population growth in Zurich, a larger water intake facility—either from the lake or from suitable groundwater areas—must be considered in the next few years."
Zurich_en_b124,Zurich_en,text,"The total city water consumption from October 1, 1906, to September 30, 1907, amounted to 14,700,098 m³. Of this, 67.6% fell on the low-pressure zone, 27.3% on the medium-pressure zone, 4.1% on the high-pressure zone, and 1% on the upper high-pressure zone. This results in an average consumption of 237 (maximum 330) liters per head per day. A revenue of CHF 1,751,000 was generated from the supplied water (including for public use), which means over half a million in net profit after 3% depreciation. The entire pipeline network for service, operating, and drinking water was 128 km long at the end of 1907 (excluding spring water pipelines). In addition, there was the 2.67 km long 900 mm diameter intake pipe from the lake to the filters and 0.51 km from the filter to the pumping station."
Zurich_en_b125,Zurich_en,text,"Ahead of these generous drinking water supply facilities, a sewer system had to be provided, for which engineer Bürkli had already designed the plan and whose expansion with the bucket system (replacing the old open ditches) started in 1867. Today it runs through the entire city and (including some suction areas) flows below the city (by government decree below the water supply plant at Letten) into the Limmat."
Zurich_en_b126,Zurich_en,text,"About hospitals (cantonal, municipal and private voluntary) and the excellent social care for poor patients by various aid institutions, see further below."
Zurich_en_b127,Zurich_en,text,"Epidemics. Cholera last affected Zurich in 1867. Among the general funds of Zurich city foundations still exists a “Fund for Assistance in Cholera Epidemics.” Typhus is no longer endemic; the last epidemic in 1884 led to thorough sanitation of the drinking water supply. However, scarlet fever and diphtheria are constantly present, although the latter disease appears less dangerous due to modern serum treatment than in earlier times. For restricting these schoolhouse hazards, many parents apparently lack insight and authorities effective legislation to enforce, despite existing free bacterial examinations and compulsory free disinfection of furniture, clothing, and rooms in cases of scarlet fever, diphtheria, as well as typhus, smallpox, and puerperal fever (optionally for tuberculosis). In 1907, 462 scarlet fever cases and 417 diphtheria cases led to 1,265 school exclusions."
Zurich_en_b128,Zurich_en,text,"The scarlet fever frequency in previous years was as follows: 1906 = 505; 1905 = 1,050; 1904 = 961; 1903 = 1,174;"
Zurich_en_b129,Zurich_en,text,"Diphtheria 1906 = 467; 1905 = 427; 1904 = 344; 1903 = 238. Other infectious diseases reported in 1907: no smallpox; tetanus 16 cases; measles 215 (1906 = 1,217; 1905 = 60; 1904 = 1,234; 1903 = 21); typhus 46 (1906 = 47; 1905 = 59; 1904 = 83; 1903 = 41); puerperal fever 23; other infectious diseases 120; total 1,511 cases."
Zurich_en_b130,Zurich_en,text,"Eye and ear examinations of schoolchildren were reported in the section on education (Canton Zurich). A free school dental clinic has recently been established. For combating head parasites among school youth, a special assistant to the city school doctor is in charge, jocularly called “Vögelitante” (bird aunt) by the schoolchildren, who in the reporting year 1907 had to order a total of 503 children (including 499 girls), or 1.99%, of the student body (25,275) to undergo cleaning. In 1905, it was 2.9%, in 1903 still 11.7%."
Zurich_en_b131,Zurich_en,text,"Mortality is also treated in the section on health care. Burial is also worth mentioning. It is carried out at the city's expense. In 1907, 1,614 burials were carried out at a daily maximum of 16. Zurich has a total of 18 cemeteries, namely: District I: Cemetery Sihlfeld (central cemetery, with crematorium and outstanding monuments) and cemetery on the High Promenade (no longer in operation; partly body preservation due to clayey moraine soil);"
Zurich_en_b132,Zurich_en,text,"District II: Cemeteries Enge, Manegg, Leimbach, Wollishofen;"
Zurich_en_b133,Zurich_en,text,"District III: Cemetery Sihlfeld sections B and C, old cemeteries Aussersihl and Wiedikon;"
Zurich_en_b134,Zurich_en,text,"District IV: Cemeteries Nordheim, Unterstrass, old cemetery Oberstrass, and cemetery Wipkingen;"
Zurich_en_b135,Zurich_en,text,"District V: Cemeteries Realp and Enzenbühl, old cemetery Neumünster, and cemetery Allmend Muntern."
Zurich_en_b136,Zurich_en,text,A new (second) crematorium is planned on the former Neumünster cemetery. Number of cremations in the central cemetery crematorium in 1907: 232 (plus 131 corpses brought in from outside).
Zurich_en_b137,Zurich_en,text,Our chapter on the hygienic conditions of the city of Zurich may suitably conclude with the quote: “Zurich is thus one of the healthiest cities in Switzerland.”
Zurich_en_b138,Zurich_en,text,"Bibliography. Meyer von Knonau. Der Kanton Zürich. Vol. 1, 1844. – Alb. Heim. Mountain views from Stadthausquai and from the hill in the park Anlage Enge. 1900 (with numerous local geographic figures). – Näf-Hatt. Maps of Zurichberg-Adlisberg and Uetliberg at 1:12,500, published by the Beautification Association of Zurich and Surroundings, 2nd edition, 1902 and 1905, with mountain views by Alb. Bosshard and X. Imfeld. – Wagner, E. Excursion map of the Albiskette, 1:30,000. Zurich 1906. – On the water supply, besides reports by Bürkli and the extended water commission mentioned in the text: Escher von der Linth, Arnold, and Arn. Bürkli. The water conditions of the city of Zurich. (New Year’s booklet of the natural science society Zurich for 1871). – The industrial enterprises of the city of Zurich; dedicated to the participants of the 43rd annual meeting of the German Association of Gas and Water Specialists. Zurich 1903, including: Peter, H. Water supply; Weiss, A. Gasworks; Wenner, V. Sewerage. – Peter, H. Water supply (in the polytechnic anniversary writings. II, 1905). – Rothpletz, G. Report of the city gardener (ibid.). – Usteri, E. Hospitals and welfare institutions (ibid.). Peter, H. Report on the construction of the spring water supply from Sihl and Lorze valleys. Zurich 1906. – Annual report of the city council and central school board for 1907. Zurich 1908. – Pflüger, P. The municipal socialism of the city of Zurich. Memorandum. Zurich 1908. – Orelli, Frau S. The alcohol-free taverns of the Women’s Association for Temperance and Public Welfare, 3rd ed. – Zurich yearbook for community service. Annual reports of charitable district societies. – Boos-Jegher. Submission to the Cantonal Council and Government Council Zurich, February 1909 (concerning taverns). Numerous annual reports of charitable institutions and societies. – Erismann, F. The health and welfare care of the city of Zurich, commemorative publication 1909. Contains 83 short essays by various authors, could not yet be used for the editing of section 5."
Zurich_en_b139,Zurich_en,text,Zurich: The Liebfrauenkirche.
Zurich_en_b140,Zurich_en,heading,6. Trade and Industry.
Zurich_en_b141,Zurich_en,text,See the article on the canton of Zurich.
Zurich_en_b142,Zurich_en,heading,7. Transport routes.
Zurich_en_b143,Zurich_en,text,"The traffic lines converging at Zurich main station have already been mentioned at the beginning. It remains to add here that besides the main station in the Zurich city area, the following railway stations also facilitate traffic: Wiedikon, Enge, and Wollishofen on the left bank lake railway, Letten, Stadelhofen, and Tiefenbrunnen on the right bank. At the Selnau station, Uetliberg and Sihl valley railways converge; the former (opened 1875) climbs steeply by adhesion railway via the stations Binz and Waldegg in a wide curve towards the west after a half-hour ride to the Uetliberg summit, the latter leads through Giesshübel-Brunau-Manegg-Sod-Adliswil into the Sihl valley and connects at Sihlbrugg with the federal railway line Thalwil-Zug."
Zurich_en_b144,Zurich_en,text,"Before railway connections (opening of the first line from Zurich to Baden on August 9, 1847, the second to Winterthur on May 16, 1855, to Uster on August 1, 1856, to Zug on June 1, 1864, etc.) existed, steamship routes operated on Lake Zurich. Already on May 19, 1835, the first steamship ran. In 1891, local traffic on the lake was significantly promoted by the introduction of “Dampfschwalben,” which give the lower part of the lake a splendidly pulsating life today, while the courses of the large steamers were relatively reduced due to double railway service."
Zurich_en_b145,Zurich_en,text,There are still two postal routes: one to Maur and one to Zumikon. Zurich has 19 post and 17 telegraph offices.
Zurich_en_b146,Zurich_en,text,Zurich: Swiss National Museum.
Zurich_en_b147,Zurich_en,text,"Within the city itself, a far-reaching and rapidly expanding network of streetcars facilitates traffic. The first line was opened as a private horse tramway on September 24, 1882. Hardly a decade later, the first electrically operated line arose to Burgwies, and in 1898, the power plant connected with the pumping station in Letten became operational so that the entire tramway network could be placed in municipal electric operation. Soon the central Zurichberg railway and the streetcar of the industrial district were also annexed by purchase. Today, private tramways still exist: the line from Giesshübel to Albisgütli, the Limmat Valley streetcar from Marienstrasse to Altstetten-Schlieren-Dietikon (from here tram over Mutschellen to Bremgarten)-Unterengstringen-Kloster Fahr-Weiningen, as well as lines from the main station or Wipkingen to Hoengg and from Leonhardsplatz to Oerlikon-Seebach-Glattbrugg with a branch to Schwamendingen. In addition, three cable railways to the heights of the Zurichberg: from Rigiplatz to Rigiviertel, from Leonhardsplatz to the Polytechnic, and from Römerhof to Waldhaus Dolder, with subsequent streetcar to the Grand Hotel Dolder."
Zurich_en_b148,Zurich_en,text,Zurich: The Urania public observatory.
Zurich_en_b149,Zurich_en,text,"The total length of the municipal streetcar network was 29.8 km at the end of 1907, with 59.4 km of track length altogether (partially double track), with 133 motor and 32 trailer cars. The entire network is divided into six operation lines, whose cars are identified by colored number plates. Daily frequency in 1907: 62,136 persons. Other means of transport include some taxi-meter motor carriages and the ordinary cab service; the latter has been significantly improved by prizes awarded by the traffic association. Numerous motor, rowing, and sailing boats can be rented on the lake, and large barges pass on goods traffic (notably building material transport from sandstone quarries and gravel pits of the upper Lake Zurich)."
Zurich_en_b150,Zurich_en,text,"Zurich counted 941 streets and squares in 1907. Due to rapid city expansion on the periphery, numerous new ones are added annually. Entire street sections arise on the slopes of the Zurichberg, where the old wild brook valleys are artificially filled or dammed over. Thus, the Wolfbach, which flowed from Hottingen into the Limmat at the upper Mühlesteg, has disappeared entirely from sight, as has the Klosbach and the Hornbach is dammed; the niche of the former Lindenbach in District 4 almost disappeared."
Zurich_en_b151,Zurich_en,text,"At night, the city is brightly illuminated by gas lights and on larger squares and main traffic arteries by electric arc lamps. Gas lighting was introduced by a private company in 1856. In 1886, the city took over this task. Today's gas pipeline network reaches to the outermost boundaries of the city, even up to the Uetliberg ridge. Everything is fed from the municipal gasworks in Schlieren, a model plant first-rate in its construction and operation. In December 1908, it delivered 105,000 to 106,000 m³ of gas daily with a daily coal consumption of 35 wagons."
Zurich_en_b152,Zurich_en,text,"Thanks to its recently completed expansion with a parallel plant (already foreseen in the first construction opened in 1898) with vertical retorts and wagon dumper, it has become significantly more powerful. Annual output in 1907 = 26,640,200 m³, of which private consumption and gas delivery to adjacent municipalities (Adliswil, Oerlikon, Zollikon, Kilchberg, Schlieren, Albisrieden-Altstetten) accounted for 22,162,889 m³. These numbers are rapidly increasing; increase from 1906 to 1907 = over 12%. Gas consumption per capita per year for City of Zurich and above municipalities: 114.02 m³. Number of flames on 30 November 1907: public lanterns 7,649, private flames 321,993, flames at the gas factory 488, total 330,130."
Zurich_en_b153,Zurich_en,heading,8. Intellectual Life — Associations.
Zurich_en_b154,Zurich_en,text,"Intellectual life culminates publicly in the political conditions of our pronounced democracy. If one wanted to dissect a bit, the Zurichers would have to be divided into two categories: active (engaged in politics) and passive (in part pushed in, in part indifferent), and the first category would split again into two rubrics: serious workers on the community, full of courage and willingness for sacrifice, and just as industrious political strivers."
Zurich_en_b155,Zurich_en,text,"A glance at the city Zurich’s daily on a Saturday before a vote or election day would not find this division entirely inaccurate: The first pages of the daily, swollen to 40 or more folio pages, contain the briefly held official announcements (the daily is also the city gazette). Then follows full- and half-page calls from political party committees, often pleading with the same, especially those taken from compliant statistics, motives for black, white, and red."
Zurich_en_b156,Zurich_en,text,"After that come column- and page-wide valuable advertisements pro and contra, mostly supported by a flood of colored leaflets, distributed on the busiest streets and placed in all mailboxes. For important events, some parties even deploy velvet with zeal and music to the ballot. This must seem strange to a foreigner accustomed to a monarchical state system, yet certain solemnity, expressed in the self-determination of the individual, cannot be missed, and the order with which everything usually transpires inspires respect."
Zurich_en_b157,Zurich_en,text,"Newspapers and periodicals currently (1909) appear in Zurich numbering about 160, of which 9 daily, 1 weekly thrice, 3 weekly twice, 53 weekly once, 41 fortnightly, and 33 monthly once. Already in 1666 a weekly paper appeared; the Friday weekly, today Zürcher Freitagszeitung (Bürklizitig, circulation 3,500), dates back to 1673 and is probably the oldest Swiss newspaper. The Zürcher Zeitung was first published on January 12, 1780; since 1821 it has been called Neue Zürcher Zeitung; it appeared daily since 1843, for several years thrice daily, with a circulation of 15,000. As early as 1801, the paper must have been very loyal to the government because its publisher then asked the government governor to partially exempt it from censorship, as he had entrusted the Helvetic articles to a man ""of whom there is absolutely no concern that he would take up anything contrary to the spirit or sense of the government"" (Max Uebelhör: Zur Geschichte der Neuen Zürcher Zeitung 1803–1821, in N.Z.Z. of March 31, 1908)."
Zurich_en_b158,Zurich_en,text,"The city Zurich daily (official gazette, circulation 27,000) has existed since 1837. Among the most widely circulated daily papers are also: Zürcher Post, Tagesanzeiger (circulation 62,000), Grütlianer, Volksrecht, and Neue Zürcher Nachrichten (as organ of the Catholics). Original ephemeral features in the newspaper literature are the Sechseläuten sheets, in which local events of the year are usually presented in word and image with more or less wit and humor. As a permanent weekly political satirical paper appearing in Zurich since 1874, the Nebelspalter deserves mention. More details can be found in the commemorative publication for the Zurich press jubilee 1908 (Contributions to the history of the Zurich press)."
Zurich_en_b159,Zurich_en,text,Zurich: The City Theatre.
Zurich_en_b160,Zurich_en,text,"The “Associations and Societies” rubric in the new Zurich city address book gives an approximate idea of the great space that association life occupies in our city and of the manifold opportunities offered to our population on the soil of public charitable work, for further education in countless fields, as well as for the cultivation of joyful sociability, mutual support, and the exercise of all kinds of sports."
